gene_id	gene_name	condition	normalized_count	sem_normalized_count	raw_count	n_cells	n_samples	plot_expression
Gm33280	Gm33280	resting	0.0	0.0	0.0	608	3	1.0
Uggt1	Uggt1	resting	48.51461205365414	1.5628013280530295	204.0	608	3	49.51461205365414
Neurl3	Neurl3	resting	86.62453587626116	24.62265931088704	365.0	608	3	87.62453587626116
Arid5a	Arid5a	resting	149.2904702028695	35.59880854574657	600.0	608	3	150.2904702028695
4930403P22Rik	4930403P22Rik	resting	0.0	0.0	0.0	608	3	1.0
Kansl3	Kansl3	resting	32.156910879827386	4.269133429741978	129.0	608	3	33.156910879827386
Fer1l5	Fer1l5	resting	0.554209749547072	0.5542097495470721	1.0	608	3	1.5542097495470721
Lman2l	Lman2l	resting	41.692302936163465	11.309217199239868	172.0	608	3	42.692302936163465
Cnnm4	Cnnm4	resting	5.006450319552703	1.1323673531392313	21.0	608	3	6.006450319552703
Cnnm3	Cnnm3	resting	15.665642007834508	2.184180150866323	62.0	608	3	16.665642007834506
Gm38033	Gm38033	resting	0.0	0.0	0.0	608	3	1.0
Ankrd23	Ankrd23	resting	1.4298818760471883	0.7514172201328376	8.0	608	3	2.4298818760471885
Ankrd39	Ankrd39	resting	12.011189014296859	3.9988258581695026	61.0	608	3	13.011189014296859
Sema4c	Sema4c	resting	2.8075355777366937	1.2132307193051273	13.0	608	3	3.8075355777366937
D430040D24Rik	D430040D24Rik	resting	0.0	0.0	0.0	608	3	1.0
Fam178b	Fam178b	resting	0.19380509757795958	0.19380509757795958	1.0	608	3	1.1938050975779595
Cox5b	Cox5b	resting	464.6263404107146	33.9750383797708	2021.0	608	3	465.6263404107146
Actr1b	Actr1b	resting	28.169258777507423	4.649666391380525	130.0	608	3	29.169258777507423
4933424G06Rik	4933424G06Rik	resting	0.36349841424062146	0.18294482166227635	2.0	608	3	1.3634984142406215
Gm33533	Gm33533	resting	0.19380509757795958	0.19380509757795958	1.0	608	3	1.1938050975779595
Zap70	Zap70	resting	109.96549219319026	8.228573526029058	462.0	608	3	110.96549219319026
Tmem131	Tmem131	resting	51.28420488513632	13.339349471299766	238.0	608	3	52.28420488513632
Gm38115	Gm38115	resting	3.1710339919773154	1.325954930969186	15.0	608	3	4.171033991977316
Vwa3b	Vwa3b	resting	0.19380509757795958	0.19380509757795958	1.0	608	3	1.1938050975779595
Gm37020	Gm37020	resting	0.0	0.0	0.0	608	3	1.0
Cnga3	Cnga3	resting	0.0	0.0	0.0	608	3	1.0
Inpp4a	Inpp4a	resting	16.199744588993372	3.452991688228416	66.0	608	3	17.199744588993372
4930439A04Rik	4930439A04Rik	resting	0.0	0.0	0.0	608	3	1.0
Coa5	Coa5	resting	37.03907478802851	2.313558411339697	164.0	608	3	38.03907478802851
Unc50	Unc50	resting	52.20955648972023	3.0932795544616	216.0	608	3	53.20955648972023
Mgat4a	Mgat4a	resting	24.24092865159055	1.3596820586431964	107.0	608	3	25.24092865159055
2010300C02Rik	2010300C02Rik	resting	2.925911570297251	0.22532272217341723	12.0	608	3	3.925911570297251
4930556I23Rik	4930556I23Rik	resting	0.7028850475659453	0.44503991050755004	4.0	608	3	1.7028850475659452
Tsga10	Tsga10	resting	2.5896186992434367	0.7479642050610934	12.0	608	3	3.5896186992434367
Gm26805	Gm26805	resting	0.19380509757795958	0.19380509757795958	1.0	608	3	1.1938050975779595
Lipt1	Lipt1	resting	0.36349841424062146	0.18294482166227635	2.0	608	3	1.3634984142406215
Mitd1	Mitd1	resting	47.11748492808001	6.375974942601755	186.0	608	3	48.11748492808001
